Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Ano (Código),Ano,Variável (Código),Variável,Unidade da Federação (Código),Unidade da Federação,Condição em relação à força de trabalho na semana de referência (Código),Condição em relação à força de trabalho na semana de referência,Situação do domicílio (Código),Situação do domicílio
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,12,Acre,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,15,Pará,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,2,%,,2013,2013,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1025.463,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,326.159,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,12,Acre,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,630.926,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,174.040,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2850.175,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,15,Pará,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,195.913,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,807.774,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2261.719,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1693.113,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5000.113,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2017.639,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2398.968,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5172.843,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1837.047,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1344.107,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,8505.784,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,13772.867,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2373.691,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,10148.893,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,24216.361,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5943.324,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2405.328,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,4603.399,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1395.803,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1866.116,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,4133.526,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1665.786,2019,2019,4310,Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,996.550,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,303.177,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",12,Acre,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,570.654,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,162.668,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2677.199,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",15,Pará,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,177.658,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,780.943,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2155.013,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1629.250,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,4868.603,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",23,Ceará,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1963.154,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",24,Rio Grande do Norte,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2341.212,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",25,Paraíba,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5054.209,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",26,Pernambuco,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1788.096,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",27,Alagoas,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1308.706,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",28,Sergipe,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,8293.784,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",29,Bahia,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,13517.363,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",31,Minas Gerais,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2319.408,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",32,Espírito Santo,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,9919.159,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",33,Rio de Janeiro,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,23524.659,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",35,São Paulo,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5706.313,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",41,Paraná,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2273.173,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",42,Santa Catarina,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,4356.507,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",43,Rio Grande do Sul,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1355.391,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",50,Mato Grosso do Sul,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1796.724,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",51,Mato Grosso,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,4022.013,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",52,Goiás,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1605.395,2019,2019,4311,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",53,Distrito Federal,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1054.375,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",11,Rondônia,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,349.141,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",12,Acre,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,691.199,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",13,Amazonas,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,185.412,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",14,Roraima,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,3023.151,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",15,Pará,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,214.168,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",16,Amapá,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,834.605,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",17,Tocantins,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,2368.425,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",21,Maranhão,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,1756.976,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",22,Piauí,32860,Total,6795,Total
3,Unidade da Federação,1572,Mil pessoas,5131.622,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",23,Ceará,32860,Total,6795,Total
