Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Ano (Código),Ano,Variável (Código),Variável,Município (Código),Município,Condição em relação à força de trabalho na semana de referência (Código),Condição em relação à força de trabalho na semana de referência,Situação do domicílio (Código),Situação do domicílio
6,Município,1572,Mil pessoas,1537.628,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,1572,Mil pessoas,211.833,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3205309,Vitória - ES,32860,Total,6795,Total
6,Município,1572,Mil pessoas,3854.873,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,1572,Mil pessoas,6111.181,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,1572,Mil pessoas,835.410,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,1572,Mil pessoas,161.828,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,1572,Mil pessoas,531.751,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,461.315,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,1572,Mil pessoas,372.860,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,1572,Mil pessoas,895.349,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,1572,Mil pessoas,1726.177,2019,2019,4312,"Pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,3.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,5.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,5.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,3.5,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,6.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,3.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,3.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,2.2,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,6.9,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,4.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,1.8,2019,2019,4833,Coeficiente de variação - Pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,67.0,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,62.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,29.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,47.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,41.4,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,37.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,71.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,36.4,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,57.4,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,62.6,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,68.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,69.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,56.7,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,66.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,71.2,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,51.3,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,71.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,66.7,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,68.7,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,59.9,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,50.1,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,34.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,41.5,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,65.2,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,72.6,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,72.8,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,72.2,2019,2019,4313,Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,61.6,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,58.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,26.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,43.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,38.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,33.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,66.1,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,32.1,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,53.3,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,58.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,63.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,65.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,52.2,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,63.1,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,67.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,47.2,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,68.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,61.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,65.6,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,56.8,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,46.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,30.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,37.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,62.0,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,66.4,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,68.9,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,69.5,2019,2019,4314,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite inferior",5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,72.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,65.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,32.8,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,51.4,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,45.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,42.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,75.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,41.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,61.3,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,66.5,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,72.8,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,73.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,61.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,69.8,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,75.1,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,55.4,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,75.1,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,71.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,71.6,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,63.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,54.3,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,39.3,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,45.1,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,68.2,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,78.0,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,76.4,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,74.7,2019,2019,4315,"Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente, considerando um intervalo de confiança de 95% - limite superior",5300108,Brasília - DF,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1100205,Porto Velho - RO,32860,Total,6795,Total
6,Município,2,%,3.0,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1200401,Rio Branco - AC,32860,Total,6795,Total
6,Município,2,%,5.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1302603,Manaus - AM,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1400100,Boa Vista - RR,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1501402,Belém - PA,32860,Total,6795,Total
6,Município,2,%,5.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1600303,Macapá - AP,32860,Total,6795,Total
6,Município,2,%,3.5,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,1721000,Palmas - TO,32860,Total,6795,Total
6,Município,2,%,6.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2111300,São Luís - MA,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2211001,Teresina - PI,32860,Total,6795,Total
6,Município,2,%,3.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2304400,Fortaleza - CE,32860,Total,6795,Total
6,Município,2,%,3.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2408102,Natal - RN,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2507507,João Pessoa - PB,32860,Total,6795,Total
6,Município,2,%,4.0,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2611606,Recife - PE,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2704302,Maceió - AL,32860,Total,6795,Total
6,Município,2,%,2.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2800308,Aracaju - SE,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,2927408,Salvador - BA,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3106200,Belo Horizonte - MG,32860,Total,6795,Total
6,Município,2,%,3.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3205309,Vitória - ES,32860,Total,6795,Total
6,Município,2,%,2.2,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3304557,Rio de Janeiro - RJ,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,3550308,São Paulo - SP,32860,Total,6795,Total
6,Município,2,%,4.3,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4106902,Curitiba - PR,32860,Total,6795,Total
6,Município,2,%,6.9,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4205407,Florianópolis - SC,32860,Total,6795,Total
6,Município,2,%,4.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,4314902,Porto Alegre - RS,32860,Total,6795,Total
6,Município,2,%,2.4,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5002704,Campo Grande - MS,32860,Total,6795,Total
6,Município,2,%,4.1,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5103403,Cuiabá - MT,32860,Total,6795,Total
6,Município,2,%,2.6,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5208707,Goiânia - GO,32860,Total,6795,Total
6,Município,2,%,1.8,2019,2019,4834,Coeficiente de variação - Percentual de pessoas de 18 anos ou mais de idade que consomem feijão regularmente,5300108,Brasília - DF,32860,Total,6795,Total
