UF,Codigo do Municipio IBGE,Municipio,Area,Codigo da Área,Nome da Area,Numero de Domicilios,Numero de Habitantes,"Renda media domiciliar(Real)
",Grupo de percentis de acordo com a densidade de estabelecimentos saudaveis (in natura e misto),"Densidade de estabelecimentos saudaveis (in natura + misto)
10 mil hab","Densidade de estabelecimentos não saudaveis (ultraprocessados)
10 mil hab",Numero de feiras livres,Numero de estabelecimentos In natura na base da RAIS,Numero de estabelecimentos mistos na base da RAIS,Numero de estabelecimentos ultraprocessados na base da RAIS,Total de estabelecimentos de alimentacao na base da RAIS,"Hipermercados
cnae 4711301","Supermercados
cnae 4711302","Minimercados. mercearias e armazens
cnae 4712100","Padaria e confeitaria de revenda
cnae 4721102","Varejista de laticinios e frios
cnae 4721103","Varejista de doces. balas. bombons e semelhantes
cnae 4721104","Acougues
cnae 4722901","Peixarias
cnae 4722902","Varejista de hortifrutigranjeiros
cnae 4724500","Lojas de conveniencia 
cnae 4729602","Produtos alimenticios não especificados 
cnae 4729699","Restaurantes
cnae 5611201","Bares e outros estabs bebidas 
cnae 5611202","Lanchonetes. casas de cha. de sucos e similares
cnae 5611203","Ambulantes de alimentacao 
Cnae 5612100","Cantinas
cnae 5620103","Alimentos preparados para consumo domiciliar
cnae 5620104"
RO,1100205,Porto Velho,Distrito,11002052000,Jaci Paraná - Porto Velho (RO),2817,10051,2161.45,Grupo 3 - Percentil 75,37.81,5.97,0,8,30,6,44,0,6,20,1,0,0,2,0,0,1,1,7,1,4,0,0,1
RO,1100205,Porto Velho,Distrito,11002053500,Nova Califórnia - Porto Velho (RO),1031,3594,1069.44,Grupo 3 - Percentil 75,22.26,2.78,0,0,8,1,9,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0
RO,1100205,Porto Velho,Subdistrito,11002050506,Zona 01 - Porto Velho - Porto Velho (RO),20207,71148,3573.86,Grupo 4 - Percentil 100,51.72,14.76,5,59,304,105,468,8,22,80,24,1,10,27,4,6,4,37,146,18,71,3,2,5
RO,1100205,Porto Velho,Distrito,11002051700,Extrema - Porto Velho (RO),1742,6153,1428.95,Grupo 4 - Percentil 100,40.63,0,0,3,22,0,25,0,2,15,3,1,0,0,0,1,0,1,2,0,0,0,0,0
RO,1100205,Porto Velho,Distrito,11002052500,Mutum Paraná - Porto Velho (RO),1971,6575,946.23,Grupo 4 - Percentil 100,47.15,1.52,0,14,17,1,32,0,14,5,3,1,0,0,0,0,0,2,6,0,1,0,0,0
RO,1100205,Porto Velho,Distrito,11002054500,Vista Alegre do Abunã- Porto Velho (RO),1156,4074,1886.78,Grupo 4 - Percentil 100,44.18,7.36,0,3,15,3,21,0,2,10,0,0,0,0,0,1,0,1,4,1,2,0,0,0
RO,1100205,Porto Velho, ,11002059998,Não Localizado,0,0,0, ,0,0,0,24,98,17,139,0,8,43,12,2,1,13,0,3,2,5,29,3,10,4,1,3
RO,1100205,Porto Velho, ,11002059999,CEP Inválido,0,0,0, ,0,0,0,5,25,10,40,2,3,12,2,0,1,1,0,1,0,1,7,3,6,0,0,1
AC,1200401,Rio Branco,Município,12004010500,Rio Branco - Rio Branco (AC),94216,333667,2181.42, ,19.9,5.48,31,96,537,183,816,21,40,224,36,2,12,38,5,13,4,67,167,18,149,5,2,13
AM,1302603,Manaus,Distrito,13026030500,Manaus - Manaus (AM) - excluindo os subdistritos englobados,6162,23692,1017.52,Grupo 1 - Percentil 25,8.02,0.42,0,14,5,1,20,1,0,14,1,0,0,0,0,0,0,2,1,0,1,0,0,0
AM,1302603,Manaus,Subdistrito,13026030512,Sétima R.A. - Manaus - Manaus (AM),123819,487943,1684.51,Grupo 1 - Percentil 25,8.36,1.46,5,238,165,71,474,11,9,206,41,16,12,17,1,5,3,37,51,5,53,2,3,2
AM,1302603,Manaus,Subdistrito,13026030514,Nona R.A. - Manaus - Manaus (AM),78109,323101,1338.39,Grupo 1 - Percentil 25,7.71,0.9,1,185,63,29,277,4,11,151,23,6,13,15,2,6,0,14,12,3,15,0,1,1
AM,1302603,Manaus,Subdistrito,13026030509,Quarta R.A. - Manaus - Manaus (AM),45077,176703,2372.04,Grupo 2 - Percentil 50,10.3,1.81,3,121,58,32,211,1,2,104,15,6,2,11,0,4,2,8,25,1,24,1,4,1
AM,1302603,Manaus,Subdistrito,13026030510,Quinta R.A. - Manaus - Manaus (AM),38725,153302,1587.08,Grupo 2 - Percentil 50,8.55,1.24,3,85,43,19,147,2,4,67,13,3,1,2,5,7,2,10,15,0,14,0,2,0
AM,1302603,Manaus,Subdistrito,13026030507,Segunda R.A. - Manaus - Manaus (AM),42838,169167,2165.56,Grupo 3 - Percentil 75,11.17,1.42,4,131,54,24,209,4,2,122,18,4,5,3,2,2,1,14,10,2,14,0,4,2
AM,1302603,Manaus,Subdistrito,13026030508,Terceira R.A. - Manaus - Manaus (AM),44484,173270,2596.33,Grupo 3 - Percentil 75,12.7,2.19,1,139,80,38,257,3,3,121,26,7,3,9,2,4,3,12,27,2,28,2,4,1
AM,1302603,Manaus,Subdistrito,13026030506,Primeira R.A. - Manaus - Manaus (AM),21130,74345,3137.95,Grupo 4 - Percentil 100,46.67,13.85,2,160,185,103,448,3,9,109,15,8,14,10,4,28,4,26,103,16,81,4,4,10
AM,1302603,Manaus,Subdistrito,13026030511,Sexta R.A. - Manaus - Manaus (AM),49152,171782,5986.4,Grupo 4 - Percentil 100,32.37,14.5,4,141,411,249,801,13,12,88,50,9,34,15,17,9,8,60,235,19,192,5,15,20
AM,1302603,Manaus,Subdistrito,13026030513,Oitava R.A. - Manaus - Manaus (AM),11358,44006,3463.32,Grupo 4 - Percentil 100,13.18,6.36,0,18,40,28,86,1,3,14,3,0,3,1,0,0,0,7,20,5,25,3,0,1
AM,1302603,Manaus, ,13026039998,Não Localizado,0,0,0, ,0,0,0,123,88,42,253,3,10,102,19,9,4,7,1,3,3,12,32,2,31,2,4,9
AM,1302603,Manaus, ,13026039999,CEP Inválido,0,0,0, ,0,0,0,45,17,5,67,3,2,37,2,2,0,2,2,2,0,7,3,0,5,0,0,0
RR,1400100,Boa Vista,Distrito,14001000500,Boa Vista - Boa Vista (RR),76250,282241,2395.08, ,28.1,7.41,6,400,387,209,996,10,72,268,46,5,18,26,21,13,11,62,195,42,179,7,1,20
PA,1501402,Belém,Distrito,15014026700,Outeiro - Belém (PA),10620,38664,1144.04,Grupo 1 - Percentil 25,5.43,0,0,13,8,0,21,1,0,9,1,0,0,2,1,1,0,1,4,0,0,0,0,1
PA,1501402,Belém,Distrito,15014027500,Sacramenta - Belém (PA),66175,256465,2289.46,Grupo 1 - Percentil 25,7.88,1.83,1,83,118,47,248,4,8,53,15,3,2,17,1,4,1,38,39,8,43,4,1,7
PA,1501402,Belém,Distrito,15014024500,Bengui - Belém (PA),75946,284334,1752.39,Grupo 2 - Percentil 50,8.58,1.72,1,123,120,49,292,8,15,83,27,4,5,20,1,4,1,28,41,5,43,2,0,5
PA,1501402,Belém,Distrito,15014025500,Guamá - Belém (PA),85722,342377,1879.17,Grupo 2 - Percentil 50,8.06,1.02,0,153,123,35,311,0,21,69,18,7,5,28,5,30,0,38,35,5,29,10,1,10
PA,1501402,Belém,Distrito,15014025000,Entroncamento - Belém (PA),34071,125239,2787.94,Grupo 3 - Percentil 75,11.34,3.75,1,34,107,47,188,2,4,21,15,4,9,5,1,3,0,30,41,4,36,5,2,6
PA,1501402,Belém,Distrito,15014026000,Icoaraci - Belém (PA),44614,166915,1449.77,Grupo 3 - Percentil 75,8.63,0.78,0,84,60,13,157,2,8,46,14,0,4,18,9,3,1,11,19,6,8,1,0,7
PA,1501402,Belém,Distrito,15014020500,Belém - Belém (PA),42963,144490,6984.47,Grupo 4 - Percentil 100,42.91,13.84,6,102,512,200,814,10,27,46,38,2,20,19,5,5,3,97,300,41,175,4,2,20
PA,1501402,Belém,Distrito,15014026500,Mosqueiro - Belém (PA),8766,33152,1260.03,Grupo 4 - Percentil 100,12.97,1.21,0,29,14,4,47,0,1,25,2,0,0,2,0,1,0,6,5,0,4,0,0,1
PA,1501402,Belém, ,15014029998,Não Localizado,0,0,0, ,0,0,0,47,103,26,176,3,10,20,11,4,1,4,10,3,0,23,45,11,24,4,1,2
PA,1501402,Belém, ,15014029999,CEP Inválido,0,0,0, ,0,0,0,34,25,6,65,0,5,15,4,1,2,8,2,4,0,6,11,2,4,0,0,1
AP,1600303,Macapá,Distrito,16003031200,Fazendinha - Macapá (AP),2138,9213,1531.72,Grupo 1 - Percentil 25,3.26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
AP,1600303,Macapá,Distrito,16003031000,Bailique - Macapá(AP),1481,7604,935.01,Grupo 2 - Percentil 50,7.89,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP,1600303,Macapá,Distrito,16003030500,Macapá- Macapá (AP),89773,374516,2621.83,Grupo 4 - Percentil 100,23.26,3.55,8,553,310,133,996,12,24,437,68,5,10,60,6,21,1,67,145,18,103,5,1,13
AP,1600303,Macapá, ,16003039998,Não Localizado,0,0,0, ,0,0,0,20,12,5,37,0,2,17,2,0,0,0,0,1,0,4,6,1,4,0,0,0
AP,1600303,Macapá, ,16003039999,CEP Inválido,0,0,0, ,0,0,0,47,13,6,66,1,1,38,2,1,1,4,1,3,0,1,8,1,4,0,0,0
TO,1721000,Palmas,Distrito,17210000800,Buritirana - Palmas (TO),432,1546,912.9,Grupo 1 - Percentil 25,6.47,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,1721000,Palmas,Distrito,17210000500,Palmas - Palmas (TO),66894,220356,2936.82,Grupo 2 - Percentil 50,28.77,11.53,7,117,510,254,881,6,85,157,43,4,19,28,1,3,23,67,207,47,165,13,3,10
TO,1721000,Palmas,Distrito,17210001500,Taquaruçu- Palmas (TO),1353,4738,1548.1,Grupo 4 - Percentil 100,29.55,2.11,0,7,7,1,15,0,4,1,2,0,0,2,0,1,0,2,2,0,1,0,0,0
TO,1721000,Palmas, ,17210009998,Não Localizado,0,0,0, ,0,0,0,17,47,10,74,1,12,22,4,1,0,4,0,1,1,7,9,4,5,0,1,2
TO,1721000,Palmas, ,17210009999,CEP Inválido,0,0,0, ,0,0,0,12,46,11,69,1,8,30,1,0,0,4,0,0,2,5,8,2,7,1,0,0
MA,2111300,São Luís ,Distrito,21113000500,São Luís- São Luís (MA),276812,1011891,2290.89, ,19.46,4.81,13,935,1021,487,2443,26,84,571,125,25,37,132,31,117,18,233,557,73,354,14,5,41
PI,2211001,Teresina,Distrito,22110010500,Teresina - Teresina (PI) - excluindo os subdistritos englobados,12061,46079,940.19,Grupo 1 - Percentil 25,3.04,0.65,0,9,5,3,17,1,1,7,0,0,0,0,0,1,0,0,4,0,3,0,0,0
PI,2211001,Teresina,Subdistrito,22110010508,Norte - Teresina - Teresina (PI),47379,178351,1610.99,Grupo 1 - Percentil 25,13.85,1.96,0,174,73,35,282,9,9,141,17,5,3,12,1,10,0,7,35,12,19,1,1,0
PI,2211001,Teresina,Subdistrito,22110010509,Sudeste - Teresina - Teresina (PI),36919,134019,1462.96,Grupo 2 - Percentil 50,18.06,3.13,0,169,73,42,284,8,10,132,3,6,6,18,3,5,1,22,27,10,25,1,0,7
PI,2211001,Teresina,Subdistrito,22110010510,Sul - Teresina - Teresina (PI),46994,167793,1621.1,Grupo 3 - Percentil 75,20.32,4.11,0,247,94,69,410,12,11,177,10,8,5,26,2,29,1,18,39,18,45,2,0,7
PI,2211001,Teresina,Subdistrito,22110010506,Centro - Teresina - Teresina (PI),32936,118037,3160.77,Grupo 4 - Percentil 100,35.67,17.45,3,197,221,206,624,9,22,142,12,2,11,25,2,3,1,36,154,29,161,3,4,8
PI,2211001,Teresina,Subdistrito,22110010507,Leste - Teresina - Teresina (PI),45865,167168,3887.29,Grupo 4 - Percentil 100,31.11,13.52,1,213,306,226,745,15,19,143,21,5,14,20,14,12,4,51,198,53,154,5,1,16
PI,2211001,Teresina, ,22110019998,Não Localizado,0,0,0, ,0,0,0,137,71,44,252,6,6,110,5,4,2,8,4,5,1,8,43,11,29,4,1,5
PI,2211001,Teresina, ,22110019999,CEP Inválido,0,0,0, ,0,0,0,80,44,39,163,4,3,64,0,0,3,6,0,6,3,10,28,5,26,1,2,2
CE,2304400,Fortaleza,Subdistrito,23044000506,Antônio Bezerra - Fortaleza - Fortaleza (CE),21613,76505,1471.76,Grupo 1 - Percentil 25,17.38,3.79,0,93,40,29,162,1,7,76,4,2,6,6,2,2,0,4,24,2,21,0,0,5
CE,2304400,Fortaleza,Subdistrito,23044006006,Antônio Bezerra - Fortaleza - Antônio Bezerra (CE),46869,165388,1462.77,Grupo 1 - Percentil 25,13.54,2.6,0,186,38,43,267,9,5,162,5,3,7,9,2,5,1,8,12,3,31,3,1,1
CE,2304400,Fortaleza,Subdistrito,23044007010,Conjunto Ceará - Fortaleza - Mondubim (CE),78180,280133,1124.61,Grupo 1 - Percentil 25,17.06,2.46,0,352,126,69,547,6,21,294,22,12,26,22,2,9,1,37,41,10,31,4,1,8
CE,2304400,Fortaleza,Subdistrito,23044000507,Barra do Ceará - Fortaleza - Fortaleza (CE),87046,305143,1656.71,Grupo 2 - Percentil 50,20.78,5.15,5,426,203,157,786,21,30,339,18,12,22,28,7,12,3,32,112,24,105,10,3,8
CE,2304400,Fortaleza,Subdistrito,23044006010,Conjunto Ceará- Fortaleza - Antônio Bezerra (CE),16816,59510,1253.91,Grupo 2 - Percentil 50,18.82,2.69,0,90,22,16,128,5,4,80,4,1,1,5,1,0,0,3,8,4,11,0,0,1
CE,2304400,Fortaleza,Subdistrito,23044007014,Prefeito José Walter Mondubim - Fortaleza - Mondubim (CE),94014,324542,1572.74,Grupo 2 - Percentil 50,17.5,3.08,0,374,194,100,668,10,20,304,34,11,16,28,3,10,4,40,80,11,68,9,1,19
CE,2304400,Fortaleza,Subdistrito,23044006511,Messejana - Fortaleza - Messejana (CE),77380,272853,1518.07,Grupo 3 - Percentil 75,25,4.47,1,455,226,122,803,12,27,356,33,12,19,35,12,15,3,35,109,14,85,10,1,25
CE,2304400,Fortaleza,Subdistrito,23044007513,Parangaba - Fortaleza - Parangaba (CE),93184,316874,1823.33,Grupo 3 - Percentil 75,23.57,7.92,2,476,269,251,996,21,35,379,36,10,44,34,3,14,4,50,137,22,176,11,5,15
CE,2304400,Fortaleza,Subdistrito,23044000508,Centro - Fortaleza - Fortaleza (CE),74640,238640,3562.55,Grupo 4 - Percentil 100,50.83,22.71,6,511,696,542,1749,35,57,354,40,23,56,31,31,25,6,120,440,43,417,13,20,38
CE,2304400,Fortaleza,Subdistrito,23044000512,Mucuripe - Fortaleza - Fortaleza (CE),74066,239353,5802.11,Grupo 4 - Percentil 100,41.24,14.33,2,380,605,343,1328,25,34,271,27,8,25,19,35,10,2,77,432,41,264,11,11,36
CE,2304400,Fortaleza,Subdistrito,23044006509,Cidade dos Funcionários - Fortaleza - Messejana (CE),46258,165908,3543.16,Grupo 4 - Percentil 100,28.21,14.47,1,178,289,240,707,5,17,136,29,4,17,10,1,6,2,40,184,18,194,8,9,27
CE,2304400,Fortaleza, ,23044009998,Não Localizado,0,0,0, ,0,0,0,376,307,209,892,17,31,282,43,13,19,36,3,16,6,45,160,29,149,8,6,29
CE,2304400,Fortaleza, ,23044009999,CEP Inválido,0,0,0, ,0,0,0,129,88,54,271,4,9,108,10,2,7,4,4,3,0,14,50,4,42,1,1,8
RN,2408102,Natal,Subdistrito,24081020506,R.A. Norte - Natal - Natal (RN),86484,302980,1392.66,Grupo 1 - Percentil 25,17.23,3.66,2,83,437,111,631,8,28,218,52,16,26,17,9,22,16,58,69,20,49,7,4,12
RN,2408102,Natal,Subdistrito,24081020509,R.A. Oeste - Natal - Natal (RN),62897,218134,1467.53,Grupo 2 - Percentil 50,19.9,3.81,4,96,334,83,513,2,23,174,35,14,15,11,4,54,8,32,67,12,48,4,2,8
RN,2408102,Natal,Subdistrito,24081020507,R.A. Sul - Natal - Natal (RN),51244,166118,5155.63,Grupo 3 - Percentil 75,48.76,22.94,9,98,703,381,1182,14,21,117,41,8,22,15,9,34,24,99,371,81,254,19,9,44
RN,2408102,Natal,Subdistrito,24081020508,R.A. Leste - Natal - Natal (RN),34897,114295,4269.22,Grupo 4 - Percentil 100,53.37,21.96,2,80,528,251,859,13,20,106,17,10,33,14,22,10,9,80,273,27,182,14,7,22
RN,2408102,Natal, ,24081029998,Não Localizado,0,0,0, ,0,0,0,11,24,24,59,0,3,11,2,1,5,1,6,0,2,2,7,2,15,1,0,1
RN,2408102,Natal, ,24081029999,CEP Inválido,0,0,0, ,0,0,0,14,42,18,74,2,4,9,4,3,6,2,3,4,0,7,16,4,8,1,1,0
PB,2507507,João Pessoa,Município,25075070500,João Pessoa - João Pessoa (PB),213256,718822,2613.92, ,25.01,11.52,20,170,1608,828,2606,34,57,532,111,57,86,88,18,64,30,192,525,93,609,25,10,75
PE,2611606,Recife,Subdistrito,26116060519,RPA 02 - Recife - Recife (PE),64943,220853,1899.5,Grupo 1 - Percentil 25,13.58,2.76,8,39,253,61,353,1,18,89,29,17,13,24,2,13,2,23,60,5,41,3,0,13
PE,2611606,Recife,Subdistrito,26116060520,RPA 03 - Recife - Recife (PE),94849,312116,3655.06,Grupo 1 - Percentil 25,15.06,8.97,11,48,411,280,739,4,24,90,41,10,26,22,5,21,1,34,181,41,212,6,4,17
PE,2611606,Recife,Subdistrito,26116060521,RPA 04 - Recife - Recife (PE),86566,278029,2648.27,Grupo 2 - Percentil 50,18.02,6.26,16,41,444,174,659,7,18,113,47,12,20,18,5,18,1,46,158,26,127,10,8,25
PE,2611606,Recife,Subdistrito,26116060522,RPA 05 - Recife - Recife (PE),78407,259696,1606.89,Grupo 3 - Percentil 75,22.76,5.12,9,187,395,133,715,8,21,138,37,25,24,28,10,149,3,55,85,10,96,7,1,18
PE,2611606,Recife,Subdistrito,26116060518,RPA 01 - Recife - Recife (PE),25505,77381,2089.82,Grupo 4 - Percentil 100,72.24,47.04,15,15,529,364,908,7,11,51,19,20,28,7,1,7,1,49,336,48,287,15,8,13
PE,2611606,Recife,Subdistrito,26116060523,RPA 06 - Recife - Recife (PE),120484,382197,3563.21,Grupo 4 - Percentil 100,24.93,11.22,6,57,890,429,1376,13,37,167,55,20,38,18,9,30,5,120,420,60,326,11,10,37
PE,2611606,Recife, ,26116069998,Não Localizado,0,0,0, ,0,0,0,17,124,63,204,1,3,35,3,6,4,4,4,9,2,12,45,11,46,7,3,9
PE,2611606,Recife, ,26116069999,CEP Inválido,0,0,0, ,0,0,0,21,190,81,292,4,10,40,12,8,10,5,3,13,0,17,88,8,63,4,0,7
AL,2704302,Maceió,Subdistrito,27043020509,Quarta Região - Maceió - Maceió(AL),28810,99751,1340.11,Grupo 1 - Percentil 25,9.52,2.11,1,70,24,21,115,3,5,53,7,0,6,9,1,6,0,2,6,2,13,1,0,1
AL,2704302,Maceió,Subdistrito,27043020511,Sexta Região - Maceió- Maceió (AL),29776,105718,1254.92,Grupo 1 - Percentil 25,9.84,2.18,2,57,45,23,125,1,4,46,16,2,7,8,0,2,0,4,13,1,15,1,0,5
